,geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1,cpolsby,rank_cpolsby,dpolsby_0.5,dpolsby_pro_0.5,dpop_polsby_0.5,dpop_polsby_pro_0.5,rank_dpolsby_0.5,rank_dpolsby_pro_0.5,rank_dpop_polsby_0.5,rank_dpop_polsby_pro_0.5,dpolsby_0.1,dpolsby_pro_0.1,dpop_polsby_0.1,dpop_polsby_pro_0.1,rank_dpolsby_0.1,rank_dpolsby_pro_0.1,rank_dpop_polsby_0.1,rank_dpop_polsby_pro_0.1
222,2804,2.1764913277199964,8.222340841645819,61,85015,60.75218750707435,84850.09652807759,516,741494,515.7521875070744,741329.0965280776,64,87770,61.563205793494404,85490.75242538222,519,744249,516.5632057934944,741969.7524253824,0.40455339835221504,51.0,0.13867239989250202,0.13973887361229761,0.00010259271494720052,0.00010296896909642392,70.0,75.0,64.0,69.0,0.126708984375,0.13629534237552962,9.661088558011828e-05,0.00010151913813294534,59.5,73.0,55.0,66.0
223,2803,3.186013923735,15.889663425936126,124,159612,121.76133609313186,156592.51118553063,550,735166,547.7613360931317,732146.5111855306,132,173214,123.99812242120905,161069.12839557554,558,748768,549.9981224212089,736623.1283955754,0.1585725964259019,318.0,0.03577003121748179,0.03694643712565186,2.8857209643341747e-05,2.9857677294583718e-05,306.0,307.0,250.0,255.0,0.03202479338842975,0.03577099237015762,2.4956362997647843e-05,2.8393617893585768e-05,295.0,306.0,255.0,255.0
224,2801,2.718443120987987,10.02256568004497,94,153324,93.04948912968864,152151.16684644163,492,743166,491.0494891296888,741993.1668464416,94,153324,93.04948912968864,152151.16684644163,492,743166,491.0494891296888,741993.1668464416,0.3400731096410954,92.0,0.05568130375735627,0.056714913941839286,3.1612988307156e-05,3.205157173544603e-05,214.0,222.0,233.0,239.0,0.05568130375735627,0.056714913941839286,3.1612988307156e-05,3.205157173544603e-05,188.0,212.0,199.0,229.0
225,2907,1.6696148098445056,6.894672714261563,57,79688,56.751681017393395,79312.84408013467,504,748683,503.75168101739337,748307.8440801349,59,82229,57.45699957287039,80240.92170396098,506,751224,504.4569995728704,749235.9217039611,0.4413659663495576,32.0,0.15512465373961218,0.15640803078065363,0.00011789954192498219,0.00011895788953717003,56.0,61.0,47.0,52.0,0.1453605285837403,0.1528052465725329,0.00011110137573847719,0.00011636617895809886,51.0,59.0,44.0,49.0
226,2903,1.8726239997180043,10.529018978601847,129,225134,124.47619620347156,216046.29570408326,450,745943,445.47619620347166,736855.2957040833,147,264266,129.2373425012158,226383.1283825614,468,785075,450.23734250121584,747192.1283825616,0.21226805086704387,235.0,0.02704164413196322,0.028750929233315466,1.4717141572388956e-05,1.57865983783437e-05,354.0,351.0,371.0,371.0,0.021657642648896292,0.026956622338522033,1.1241611322909052e-05,1.4579551816134025e-05,364.0,354.0,379.0,372.0
227,2905,0.6637992184264987,6.674860265770229,111,149751,109.09375670985358,147182.36493018724,643,742738,641.0937567098538,740169.3649301869,122,170587,112.58705065806265,154167.80095302532,654,763574,644.5870506580627,747154.800953025,0.18722431222938213,277.0,0.05218732245759273,0.05386687149423071,3.312044639310079e-05,3.416799951046286e-05,227.0,235.0,225.0,228.0,0.043939801128728834,0.05085160813627434,2.6239724374180387e-05,3.143570727726532e-05,230.0,233.0,240.0,234.0
228,2901,0.06327604864800022,1.728779468890498,69,81613,65.58109676504371,76663.91121472554,693,746584,689.5810967650438,741634.9112147255,84,100598,70.14428377722615,82020.8084714033,708,765569,694.1442837772261,746991.8084714033,0.2660541410119362,157.0,0.14555765595463138,0.16033487477339234,0.00011208822548387388,0.00012618514204726857,62.0,60.0,54.0,47.0,0.10034013605442177,0.1410799124145099,7.564942759220674e-05,0.00011103700724111731,85.0,68.0,71.0,52.0
229,2902,0.12862637287650014,2.8568195492202033,97,167085,89.39869252682762,153486.63075662949,444,752605,436.3986925268277,739006.6307566294,123,210488,95.83147780857165,164656.52629770007,470,796008,442.8314778085718,750176.5262976997,0.1980497365607629,260.0,0.047188861728132636,0.05460357859890831,2.6958279596567942e-05,3.136947348790001e-05,246.0,229.0,264.0,246.0,0.031066164320179786,0.04821943456901416,1.7966469699849402e-05,2.7669771489484905e-05,301.0,243.0,304.0,260.0
230,2904,3.918768785338009,14.705319077658825,108,153060,105.7468321960152,150218.38615015673,536,750565,533.7468321960151,747723.3861501566,111,157252,106.31419091722415,150977.346001722,539,754757,534.3141909172241,748482.3460017219,0.2277249416359806,202.0,0.045953360768175584,0.04773100490486566,3.203796264979641e-05,3.313559552393466e-05,259.0,256.0,232.0,233.0,0.043746449151854556,0.04727311624703531,3.052212693669537e-05,3.283658527668319e-05,232.0,249.0,205.0,224.0
231,2908,5.276042634563009,14.090535349551342,102,114107,100.60639779151472,112465.13898407515,630,747680,628.6063977915147,746038.1389840752,106,122607,101.46876086379436,114324.14649831028,634,756180,629.4687608637943,747897.1464983103,0.3339359477044125,93.0,0.06055363321799308,0.062105147572741236,5.742370220967422e-05,5.8982772318816666e-05,192.0,197.0,124.0,129.0,0.05642577429690281,0.06113775233436152,5.0303088953138064e-05,5.7222383108880105e-05,182.0,191.0,121.0,126.0
232,2906,5.022249539220465,16.952024518081576,123,151671,119.4573985907082,144590.14813023832,606,754129,602.4573985907082,747048.1481302382,129,158329,121.731089145237,147180.87540933082,612,760787,604.7310891452371,749638.8754093308,0.21961652122847594,219.0,0.04005552250644458,0.0422182508771982,3.278238463397926e-05,3.573314060072924e-05,281.0,282.0,227.0,216.0,0.03677663601946998,0.040809312717532596,3.0348843448587857e-05,3.4605835342946844e-05,271.0,279.0,207.0,215.0
233,3000,45.078822400408534,36.652413797796534,60,60165,59.99999924716053,60164.99920430598,842,989415,841.9999992471608,989414.9992043063,60,60165,59.99999924716053,60164.99920430598,842,989415,841.9999992471608,989414.9992043063,0.4216744279132866,42.0,0.2338888888888889,0.23388889454912656,0.0002733321063410699,0.00027333211335099693,31.0,34.0,9.0,10.0,0.2338888888888889,0.23388889454912656,0.0002733321063410699,0.00027333211335099693,22.0,30.0,5.0,9.0
234,3101,2.502153565361005,10.12862754228135,79,96237,78.48581810122533,94701.99385309448,481,609899,480.4858181012253,608363.9938530944,81,100375,78.87788665880568,95457.61611778065,483,614037,480.8778866588057,609119.6161177807,0.30649445502474415,122.0,0.07707098221438873,0.07800064511859084,6.585272771227407e-05,6.783366103219257e-05,137.0,142.0,104.0,105.0,0.07361682670324646,0.07729017202286015,6.094574982669286e-05,6.684692232802797e-05,124.0,138.0,95.0,102.0
235,3102,0.1464551604924996,2.1106605345349396,39,45282,38.601428816798865,44518.68901208672,572,607547,571.6014288167988,606783.6890120868,40,48718,39.00115597792785,45892.15153772589,573,610983,572.0011559779276,608157.1515377259,0.4131214678648322,47.0,0.37606837606837606,0.3836070192441588,0.00029629797266849143,0.0003061605042550985,7.0,8.0,6.0,7.0,0.358125,0.37604684334718186,0.00025742470542138756,0.00028876129458268177,7.0,7.0,6.0,6.0
236,3103,18.965234336186608,26.91326336284097,92,99486,91.99796002889194,99483.34500242515,580,608895,579.9979600288917,608892.345002425,92,99486,91.99796002889194,99483.34500242515,580,608895,579.9979600288917,608892.345002425,0.3290298918891758,100.0,0.06852551984877127,0.06852831783657738,6.152030337690752e-05,6.15233188465996e-05,168.0,176.0,113.0,122.0,0.06852551984877127,0.06852831783657738,6.152030337690752e-05,6.15233188465996e-05,140.0,170.0,93.0,115.0
237,3203,0.7453456429514999,4.7618478174031615,46,93969,44.536040396522424,89435.41615719168,397,677948,395.53604039652237,673414.4161571916,52,110088,46.00368835937784,93197.84667862162,403,694067,397.0036883593778,677176.8466786216,0.41306324975097647,48.0,0.1876181474480151,0.1994173116231487,7.677629905940412e-05,8.419054967119902e-05,45.0,43.0,82.0,82.0,0.14903846153846154,0.18758980677414497,5.7269241651951315e-05,7.796332350546702e-05,49.0,45.0,105.0,80.0
238,3202,15.536353112172467,18.904122100624274,35,34179,34.38258421335632,33560.157462064686,493,677011,492.3825842133563,676392.1574620646,35,34179,34.38258421335632,33560.157462064686,493,677011,492.3825842133563,676392.1574620646,0.5463185159434771,4.0,0.40244897959183673,0.4165102107269033,0.0005795314655995099,0.0006005519531856139,6.0,6.0,3.0,3.0,0.40244897959183673,0.4165102107269033,0.0005795314655995099,0.0006005519531856139,5.0,6.0,3.0,3.0
239,3201,0.027102983506499947,0.7822217423221054,75,113031,73.2510088502322,110821.75960707344,506,667856,504.25100885023215,665646.7596070734,82,128233,75.36476287016175,115644.1515378556,513,683058,506.36476287016166,670469.1515378556,0.5566307549724949,3.0,0.08995555555555555,0.09397656244653323,5.227423576385761e-05,5.4199307688029305e-05,115.0,115.0,135.0,138.0,0.07629387269482452,0.08915111971447676,4.1539185518879837e-05,5.0133895610605815e-05,120.0,118.0,151.0,142.0
240,3204,13.631557098375895,18.32945451407043,74,105615,72.45480550654177,102332.46941272491,440,677736,438.4548055065417,674453.4694127251,78,109655,73.71254661258536,103691.29001978127,444,681776,439.71254661258524,675812.2900197814,0.5098662320525505,12.0,0.08035062089116143,0.08351999205801877,6.07588224557117e-05,6.4405815615507e-05,131.0,134.0,116.0,115.0,0.07297830374753451,0.08092561843666696,5.670023130670642e-05,6.285524597640338e-05,128.0,132.0,108.0,112.0
241,3301,0.7792795358764979,7.477555945209971,105,172029,104.99966601335049,172028.68937271106,454,658233,453.99966601335035,658232.6893727111,105,172029,104.99966601335049,172028.68937271106,454,658233,453.99966601335035,658232.6893727111,0.17513937425328693,297.0,0.04117913832199546,0.041179369996763526,2.2242127292877812e-05,2.2242197120558857e-05,277.0,288.0,302.0,312.0,0.04117913832199546,0.041179369996763526,2.2242127292877812e-05,2.2242197120558857e-05,247.0,276.0,268.0,304.0
242,3302,1.9236453736334969,12.595292227961549,140,209975,139.99998683960223,209974.9877753704,468,658237,467.99998683960234,658236.9877753704,140,209975,139.99998683960223,209974.9877753704,468,658237,467.99998683960234,658236.9877753704,0.15237663549398295,331.0,0.02387755102040816,0.023877554838075087,1.4929563516688164e-05,1.4929564977801822e-05,378.0,382.0,369.0,378.0,0.02387755102040816,0.023877554838075087,1.4929563516688164e-05,1.4929564977801822e-05,350.0,380.0,346.0,369.0
243,3411,0.14714538357850065,2.9085712077116668,121,180712,119.83394182344557,179025.62910110407,523,732995,521.8339418234457,731308.6291011041,124,184211,120.71084863115858,180013.59421094574,526,736494,522.7108486311586,732296.5942109457,0.21857329741414885,223.0,0.0357216037155932,0.03633897165094438,2.2445383357573028e-05,2.2817616725482405e-05,307.0,310.0,299.0,307.0,0.03420915712799168,0.0358730999436701,2.1703915645025007e-05,2.259833320035921e-05,287.0,305.0,276.0,300.0
244,3402,0.7792424003174999,5.308573188931456,69,93689,66.15371511119783,90564.30809633297,528,735321,525.1537151111978,732196.3080963329,73,94639,67.82190646098304,90977.91091663357,532,736271,526.8219064609831,732609.9109166336,0.34747760608736944,84.0,0.11090107120352867,0.11999909338077568,8.377216938337622e-05,8.927161420729434e-05,94.0,91.0,76.0,77.0,0.09983111277913305,0.11453120724282816,8.220484401479199e-05,8.851173816991204e-05,86.0,91.0,66.0,74.0
245,3407,0.2724866741460005,4.11385036840226,141,210461,140.0576810063896,209108.88793047046,479,731924,478.0576810063896,730571.8879304705,145,215758,141.629920395289,211079.7548824825,483,737221,479.629920395289,732542.7548824825,0.20232900683819705,256.0,0.024093355465016852,0.024370612138841983,1.6524286979524518e-05,1.6707750143020272e-05,376.0,380.0,356.0,362.0,0.02297265160523187,0.023910917744012546,1.5836670555293172e-05,1.6441438602672496e-05,355.0,379.0,337.0,357.0
246,3401,0.10079279304250056,2.235560581440757,66,103137,65.93609135020672,102876.65081845279,536,731586,535.9360913502069,731325.6508184527,67,106017,66.28657217313689,103886.03558849164,537,734466,536.286572173137,732335.0355884917,0.25343492155067626,177.0,0.12304866850321396,0.12327261443146664,6.877591810576042e-05,6.909986070154936e-05,77.0,84.0,99.0,101.0,0.1196257518378258,0.12205225296711447,6.534625073222629e-05,6.785712649271189e-05,64.0,79.0,86.0,97.0
247,3409,0.028423484640999905,1.4067754047347083,130,157369,129.0983906926349,155978.86210398152,608,734819,607.098390692635,733428.8621039819,130,157369,129.0983906926349,155978.86210398152,608,734819,607.098390692635,733428.8621039819,0.18048356080081374,291.0,0.035976331360946745,0.036426498331237366,2.9671671143933723e-05,3.014577830179959e-05,304.0,309.0,244.0,251.0,0.035976331360946745,0.036426498331237366,2.9671671143933723e-05,3.014577830179959e-05,280.0,301.0,213.0,240.0
248,3412,0.11516761499000032,3.0220332038303264,130,223224,129.62281927536526,222465.92172288895,462,732197,461.6228192753652,731438.9217228891,132,227408,130.17554280214887,223768.2304694179,464,736381,462.1755428021488,732741.230469418,0.15846807183705744,319.0,0.027337278106508874,0.02747415492836072,1.4694207657134835e-05,1.4779205226474414e-05,351.0,367.0,372.0,383.0,0.02662993572084481,0.027273957877504973,1.4239380556898825e-05,1.4633687428130333e-05,330.0,351.0,350.0,371.0
249,3406,0.1126209502354987,3.2239638043258307,136,212872,134.70615983752148,209915.3511499373,521,734510,519.7061598375216,731553.3511499374,140,222065,135.77209955699115,212491.62947940946,525,743703,520.7720995569912,734129.6294794094,0.13615974731481628,352.0,0.02816825259515571,0.02864065548187359,1.6209164578350324e-05,1.6601892772465655e-05,346.0,352.0,359.0,365.0,0.026785714285714284,0.028250532671244243,1.5081318266298697e-05,1.6258822834824297e-05,329.0,345.0,345.0,359.0
250,3403,0.3106748922124996,4.49238067590885,99,145317,97.30333354147537,144867.809498936,476,730332,474.30333354147524,729882.8094989358,117,163715,101.26824599067842,148694.31960355272,494,748730,478.26824599067834,733709.3196035527,0.19344740999036755,269.0,0.04856647280889705,0.05009573336438528,3.4584976347902455e-05,3.477837999994429e-05,240.0,248.0,211.0,222.0,0.03608736942070275,0.046636394959408176,2.793497518075319e-05,3.318450008863237e-05,278.0,251.0,228.0,221.0
251,3408,0.019082885938999983,1.5524000137324907,135,185295,130.38223611839118,179347.06893244508,504,724412,499.3822361183912,718464.0689324455,158,218512,137.662016935013,189963.8075430836,527,757629,506.66201693501307,729080.8075430838,0.09950539835321508,393.0,0.027654320987654323,0.02937624214899266,2.1098823296190605e-05,2.2336570155668986e-05,350.0,346.0,311.0,311.0,0.021110398974523315,0.026735609611615252,1.586740861656725e-05,2.0203840642613764e-05,368.0,359.0,336.0,320.0
252,3405,0.2840068048424995,4.1763901693571635,145,199040,144.85328992248213,198865.6305930116,592,732443,591.8532899224822,732268.6305930115,145,199040,144.85328992248213,198865.6305930116,592,732443,591.8532899224822,732268.6305930115,0.20461453466356744,251.0,0.02815695600475624,0.028207028625541815,1.8488135130620547e-05,1.8516161777250393e-05,347.0,357.0,334.0,345.0,0.02815695600475624,0.028207028625541815,1.8488135130620547e-05,1.8516161777250393e-05,320.0,346.0,298.0,332.0
253,3410,0.02232376295149998,1.4910598768355146,155,193844,145.80943582714457,181242.5866978985,621,739205,611.8094358271446,726603.5866978982,178,226104,152.010852349015,189756.84372008962,644,771465,618.010852349015,735117.8437200894,0.1261790050377244,364.0,0.025848074921956295,0.028776959899043792,1.967252789929987e-05,2.211958800857701e-05,365.0,350.0,322.0,314.0,0.020325716449943187,0.026745265474233147,1.5090364729372245e-05,2.0415596266364202e-05,373.0,358.0,344.0,317.0
254,3404,0.19460872960900089,3.3284628584461995,136,209045,133.61703851248504,205172.11321362847,470,732150,467.61703851248495,728277.1132136284,138,213497,134.35776677141035,206825.07003550066,472,736602,468.35776677141035,729930.0700355006,0.22074188731620564,216.0,0.02541089965397924,0.026191878260269582,1.675407664410886e-05,1.730055354275446e-05,370.0,374.0,354.0,359.0,0.024784709094728,0.025944910287363877,1.616029707166948e-05,1.7063766318628056e-05,338.0,363.0,334.0,352.0
255,3502,18.04689263814402,23.836217735445302,62,99402,59.53486381257572,95932.90681043481,498,688605,495.5348638125756,685135.9068104347,70,110711,62.182168894752884,99657.65172972962,506,699914,498.1821688947528,688860.6517297295,0.3991513577746116,54.0,0.1295525494276795,0.13980782714390838,6.96915183630488e-05,7.444602619256728e-05,76.0,74.0,94.0,92.0,0.10326530612244898,0.12884170015696347,5.7103553317740684e-05,6.93601588639486e-05,82.0,76.0,107.0,93.0
256,3503,11.671029355565944,20.04715638381533,80,121937,76.02421590104498,113456.55508202213,496,688913,492.0242159010449,680432.5550820221,88,138203,78.44753288594748,118495.30332929225,504,705179,494.4475328859474,685471.3033292922,0.3649332786794153,72.0,0.0775,0.08512998927834801,4.633331441899515e-05,5.2859846604983285e-05,134.0,132.0,153.0,141.0,0.06508264462809918,0.0803455141839768,3.6920232711393415e-05,4.881878922406603e-05,152.0,133.0,168.0,148.0
257,3501,1.1749689514700037,7.603902568703901,47,82243,44.43426274788309,76559.0996481124,455,681661,452.43426274788317,675977.0996481124,60,111412,48.01894897859029,84917.12065767321,468,710830,456.01894897859034,684335.1206576731,0.2553660551413388,175.0,0.20597555454956995,0.2291498245191297,0.00010077911951559137,0.00011532895280448005,40.0,37.0,66.0,58.0,0.13,0.1977687137652785,5.726665385125054e-05,9.490264338359624e-05,57.0,41.0,106.0,70.0
258,3623,2.2607978307974963,10.042432168321529,112,127036,111.94238138441004,126973.73870032428,640,716642,639.9423813844103,716579.7387003242,115,129723,112.67069680668637,127652.33539721568,643,719329,640.6706968066865,717258.3353972157,0.2817044956856338,140.0,0.05102040816326531,0.051068345744259065,4.44067138357979e-05,4.444641218099347e-05,234.0,244.0,161.0,170.0,0.04862003780718337,0.05046762880936141,4.274581501501426e-05,4.401676030581419e-05,210.0,235.0,145.0,165.0
259,3606,0.00829368146250013,0.5605473553143193,90,118233,85.66617077249843,110962.98156542923,565,719677,560.6661707724984,712406.9815654294,104,136104,90.52383407802893,116692.74933504875,579,737548,565.523834078029,718136.7493350487,0.33169016894030817,95.0,0.06975308641975309,0.07639864277191868,5.1482568342060764e-05,5.785913432300129e-05,163.0,148.0,138.0,132.0,0.05353180473372781,0.06901206666696236,3.9815164251343074e-05,5.273748407403538e-05,195.0,169.0,156.0,133.0
260,3622,1.491504279337999,9.455028618555431,85,111521,84.1229159467342,110552.92748702351,624,717372,623.1229159467341,716403.9274870234,87,113360,84.7589022203111,111271.55738907137,626,719211,623.758902220311,717122.5573890714,0.2096566645875742,241.0,0.08636678200692041,0.08805318848042833,5.7680778256405884e-05,5.8616173410946195e-05,125.0,126.0,122.0,130.0,0.0827057735500066,0.08682526360362111,5.596759519575036e-05,5.791953285323648e-05,112.0,124.0,109.0,124.0
261,3607,0.004749183437999832,0.8063134297132236,193,223969,184.2246763425588,214423.56813443336,558,707524,549.2246763425588,697978.5681344335,234,275317,196.57728055163543,229606.5416989839,599,758872,561.5772805516356,713161.5416989838,0.09179542183980847,402.0,0.014980267926655749,0.016182828706763956,1.410474874832496e-05,1.5180883597598188e-05,418.0,417.0,378.0,377.0,0.010939440426619913,0.014532585406850406,1.0011576536562457e-05,1.3527557869111411e-05,419.0,420.0,390.0,384.0
262,3605,0.03393787646050005,1.3375338250557862,91,111856,87.45606617301449,107439.74566309254,585,719093,581.4560661730145,714676.7456630927,101,124474,89.93906733263037,110521.84011324543,595,731711,583.9390673326304,717758.8401132454,0.23838832433845702,192.0,0.0706436420722135,0.07602160397542991,5.747334729935894e-05,6.191269487806434e-05,155.0,149.0,123.0,120.0,0.058327614939711794,0.07218895791939656,4.722612280409508e-05,5.8760074272824456e-05,173.0,152.0,128.0,122.0
263,3608,0.01295978383399983,0.9405321024116209,131,142126,120.33381177859863,131091.61409028154,616,722903,605.3338117785985,711868.6140902818,146,156625,125.43730160943714,135939.20251939495,631,737402,610.4373016094371,716716.2025193948,0.18410279189688622,281.0,0.035895344094167,0.041804168044610464,3.578763178039715e-05,4.142380835793331e-05,305.0,285.0,204.0,181.0,0.02960217676862451,0.03879606318819908,3.005952704729718e-05,3.878446337167461e-05,309.0,293.0,211.0,187.0
264,3618,0.3949627583385006,4.090989403135874,91,130533,90.57070842635557,129845.3504281608,536,714336,535.5707084263555,713648.3504281606,96,138078,92.06611782974244,131939.0291857117,541,721881,537.0661178297423,715742.0291857115,0.2965577664910575,127.0,0.0647264823088999,0.06528919095682496,4.192392146969252e-05,4.232836180295747e-05,179.0,187.0,169.0,179.0,0.05870225694444445,0.06336188567710607,3.7863140723962736e-05,4.1115914269047394e-05,169.0,184.0,163.0,172.0
265,3609,0.004340750271000071,0.4278863511393824,112,128648,107.42288579055864,123777.68293770359,575,714913,570.4228857905588,710042.6829377034,130,147832,114.52305676847723,131465.85097162734,593,734097,577.5230567684772,717730.8509716274,0.2979324432814046,125.0,0.04583864795918367,0.0494314455999127,4.319635647547165e-05,4.634466626250946e-05,261.0,249.0,166.0,163.0,0.035088757396449705,0.044033526160241865,3.3590505871875404e-05,4.1527491738953285e-05,284.0,266.0,180.0,170.0
266,3616,0.029873671279500295,1.0047536228536285,70,79108,68.83123442462997,77934.43861046058,582,716128,580.8312344246299,714954.4386104606,79,88579,71.42961626088113,80601.37722807322,591,725599,583.4296162608812,717621.3772280733,0.371859858970549,67.0,0.11877551020408163,0.12259671859711739,0.00011443262089648011,0.00011771167617611049,83.0,87.0,52.0,55.0,0.09469636276237782,0.11434885945194355,9.24772974303958e-05,0.0001104613743051549,92.0,92.0,58.0,54.0
267,3620,0.35968134968249954,3.7004999726204755,62,82528,61.719310041530456,81752.32302539263,568,715675,567.7193100415305,714899.3230253926,69,93208,63.52465686396926,84547.26026515116,575,726355,569.5246568639693,717694.2602651509,0.3300706987556098,99.0,0.14776274713839752,0.14903612197518226,0.00010507834059651425,0.00010696573543859701,60.0,66.0,62.0,67.0,0.12077294685990338,0.1411327732230648,8.360698298874085e-05,0.00010040154482008164,63.0,67.0,65.0,68.0
268,3627,1.4918354985804962,8.001142969968381,98,145827,97.58353245511171,145436.50635872653,519,716660,518.5835324551117,716269.5063587263,102,154629,98.84931785094679,148243.23498786698,523,725462,519.8493178509468,719076.2349878667,0.2928375330651263,129.0,0.054039983340274884,0.054458497023517155,3.370057278618992e-05,3.386332474234333e-05,220.0,231.0,222.0,231.0,0.05026912725874664,0.05320226537706325,3.0341201472969587e-05,3.272089456996686e-05,204.0,225.0,209.0,226.0
269,3624,1.0475600892729968,5.625349734479033,56,77596,55.47953413809857,76955.28446492135,571,718426,570.4795341380985,717785.2844649212,56,77596,55.47953413809857,76955.28446492135,571,718426,570.4795341380985,717785.2844649212,0.41599657174471133,45.0,0.18207908163265307,0.18534226134245713,0.00011931728768053118,0.00012120419590700393,46.0,47.0,46.0,49.0,0.18207908163265307,0.18534226134245713,0.00011931728768053118,0.00012120419590700393,36.0,46.0,38.0,46.0
270,3612,0.004847759003000047,0.4451867853033177,103,115728,95.7321341997328,108382.1900179509,585,717498,577.732134199733,710152.190017951,121,136080,101.11740554436882,114301.8813990857,603,737850,583.1174055443689,716071.881399086,0.30737345348309714,120.0,0.05514186068432463,0.06303925069382839,5.357273262444131e-05,6.0455467802589515e-05,216.0,193.0,134.0,125.0,0.04118571135851376,0.05703010469947776,3.984551830181852e-05,5.480874558674489e-05,246.0,210.0,155.0,131.0
271,3601,0.5396174712300007,4.123164459287739,38,54942,37.02624777970664,53982.29328795919,496,717051,495.02624777970664,716091.2932879592,41,58736,38.12159927221564,55402.10805612867,499,720845,496.12159927221563,717511.1080561287,0.3988729186434694,55.0,0.34349030470914127,0.3610844789907804,0.00023754238721912974,0.00024573427298099274,9.0,10.0,13.0,13.0,0.29684711481261156,0.3413861606276005,0.00020894556436397955,0.0002337631489874625,10.0,10.0,13.0,13.0
272,3611,0.031553109469000085,0.9489265894829741,72,69150,68.08888842263177,63850.39759613543,571,713529,567.0888884226317,708229.3975961353,97,102024,76.34111184417671,74626.60732647737,596,746403,575.3411118441767,719005.6073264772,0.44033863944693974,33.0,0.11014660493827161,0.12232033149034412,0.00014922007707473614,0.0001737187668438157,96.0,88.0,37.0,30.0,0.06334360718461048,0.09872075013167257,7.17081771876758e-05,0.00012910554073162456,157.0,104.0,76.0,43.0
273,3602,0.09005748745249967,1.6336919785313124,81,108619,80.9859439306274,108592.47413107973,510,717590,509.98594393062734,717563.4741310795,82,109442,81.11897877737336,108701.96180995164,511,718413,510.11897877737334,717672.9618099516,0.4240229244136357,41.0,0.07773205304069501,0.07775689490779136,6.082257150736098e-05,6.085003996110063e-05,133.0,143.0,115.0,124.0,0.07599643069601428,0.07752227913510373,5.997995568270142e-05,6.0736787905657414e-05,121.0,137.0,98.0,118.0
274,3626,0.06654651753600008,1.4964205880450023,71,100099,69.92436321875498,97511.95343851454,674,719268,672.924363218755,716680.9534385145,71,100099,69.92436321875498,97511.95343851454,674,719268,672.924363218755,716680.9534385145,0.3734460308234113,64.0,0.1337036302320968,0.13762876477625513,7.178459614355309e-05,7.537201909099826e-05,75.0,76.0,89.0,91.0,0.1337036302320968,0.13762876477625513,7.178459614355309e-05,7.537201909099826e-05,54.0,71.0,75.0,85.0
275,3610,0.006361224899999944,0.914151449295628,192,216226,181.1461503930516,201917.26164975693,557,728087,546.1461503930517,713778.2616497572,217,246239,189.12642005902515,211433.58780476364,582,758100,554.1264200590252,723294.5878047643,0.09565646116946377,397.0,0.015109592013888888,0.01664372987241314,1.557282661168031e-05,1.750718905601541e-05,415.0,414.0,365.0,357.0,0.012359574422901315,0.015491891739005094,1.2502959346863312e-05,1.6179580482092738e-05,414.0,415.0,364.0,360.0
276,3621,4.769032027934982,11.769737633588402,114,132908,113.83666900203005,132720.1128884794,600,716749,599.8366690020299,716561.1128884794,116,136929,114.55442886962987,134043.462117872,602,720770,600.5544288696299,717884.4621178721,0.43261994667951165,38.0,0.046168051708217916,0.04628802520681285,4.0575590616867943e-05,4.067988821762246e-05,257.0,265.0,173.0,183.0,0.0447384066587396,0.04576448771414942,3.8441987140058904e-05,3.995427741769296e-05,226.0,256.0,160.0,177.0
277,3604,0.048488538134000586,1.1670519828254478,80,92896,77.37210985856014,89752.83703223194,609,717710,606.37210985856,714566.8370322321,85,97921,78.91411134184186,91272.33512630312,614,722735,607.9141113418417,716086.3351263031,0.44737174677992064,29.0,0.09515625,0.10129087856785704,8.316775320564126e-05,8.870467034932029e-05,111.0,108.0,77.0,78.0,0.08498269896193772,0.09761866950728779,7.537501419245026e-05,8.595815056010352e-05,108.0,108.0,72.0,75.0
278,3614,0.012074528582000012,0.8241300376627871,99,111708,90.87244847661334,102946.3387602376,544,716565,535.8724484766134,707803.3387602378,115,133041,96.01858328720022,110281.26614744792,560,737898,541.0185832872002,715138.266147448,0.22340277373709855,210.0,0.055504540353025204,0.06489286803877098,5.7423153499388394e-05,6.678682461969019e-05,215.0,188.0,125.0,109.0,0.04234404536862004,0.0586815524916105,4.1689369984234324e-05,5.880124614461868e-05,239.0,205.0,149.0,121.0
279,3603,0.10274537393099993,1.7413768022207936,93,113837,91.06074375513195,111686.66247236668,577,718760,575.060743755132,716609.6624723667,99,119054,93.06001295668742,113297.27431570055,583,723977,577.0600129566874,718220.2743157006,0.4257813471041611,40.0,0.06671291478783674,0.06935077766125988,5.54647443919505e-05,5.7448677237882625e-05,172.0,174.0,130.0,133.0,0.05948372615039282,0.06663382805716153,5.107834137505856e-05,5.595240220529987e-05,165.0,173.0,118.0,128.0
